Overall,Potential,Value(in Euro),Age,Height(in cm),Weight(in kg),TotalStats,BaseStats,Wage(in Euro),Preferred Foot,Weak Foot Rating,Skill Moves,International Reputation,Pace Total,Shooting Total,Passing Total,Dribbling Total,Defending Total,Physicality Total,Crossing,Finishing,Heading Accuracy,Short Passing,Volleys,Dribbling,Curve,Freekick Accuracy,LongPassing,BallControl,Acceleration,Sprint Speed,Agility,Reactions,Balance,Shot Power,Jumping,Stamina,Strength,Long Shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,Standing Tackle,Sliding Tackle,Goalkeeper Diving,Goalkeeper Handling, GoalkeeperKicking,Goalkeeper Positioning,Goalkeeper Reflexes,ST Rating,LW Rating,LF Rating,CF Rating,RF Rating,RW Rating,CAM Rating,LM Rating,CM Rating,RM Rating,LWB Rating,CDM Rating,RWB Rating,LB Rating,CB Rating,RB Rating,GK Rating,Attacking Work Rate_High,Attacking Work Rate_Low,Attacking Work Rate_Medium,Defensive Work Rate_High,Defensive Work Rate_Low,Defensive Work Rate_Medium
74,74,3500000,30,183,77,1863,398,28000,0,1,2,1,67,45,68,66,73,79,76,45,69,68,33,64,74,72,68,69,68,67,68,67,60,28,63,73,84,58,79,72,53,55,58,71,71,78,74,7,7,13,12,10,60,63,60,60,60,63,64,67,67,67,73,73,73,74,74,74,18,0,0,1,0,0,1
74,77,4900000,26,195,74,1674,369,28000,1,2,2,1,61,45,52,59,74,78,51,32,70,66,26,56,27,35,60,65,59,63,54,74,50,65,82,76,83,60,68,74,29,31,49,63,74,75,76,12,7,11,7,7,57,53,53,53,53,53,55,58,61,58,70,71,70,72,76,72,18,0,0,1,0,0,1
74,74,3500000,30,182,80,1580,351,28000,1,3,2,1,51,42,49,57,76,76,24,51,66,68,28,53,25,26,71,71,63,42,31,68,51,31,86,69,79,41,74,75,29,35,37,65,76,79,76,7,14,10,11,13,55,51,52,52,52,51,56,56,63,56,66,74,66,68,74,68,19,0,0,1,0,0,1
74,74,4000000,30,187,79,1926,413,22000,1,4,3,1,60,65,67,70,74,77,47,60,68,79,53,70,45,59,73,75,59,60,57,74,59,75,70,78,75,71,81,78,73,71,57,68,70,76,74,7,7,7,9,9,71,67,70,70,70,67,73,71,74,71,72,74,72,73,74,73,17,0,0,1,1,0,0
74,74,3500000,31,190,83,1939,426,18000,1,4,3,1,82,77,71,72,41,83,69,74,57,74,69,77,67,77,68,69,73,89,68,65,60,89,74,75,92,79,75,33,72,71,65,71,62,28,20,15,7,8,7,11,74,73,74,74,74,73,74,74,69,74,60,60,60,56,56,56,18,0,0,1,0,1,0
74,74,3600000,31,187,86,1852,392,26000,1,4,3,2,68,75,63,73,35,78,54,74,69,72,78,73,62,44,56,74,72,64,66,77,66,83,65,78,79,69,80,35,75,68,69,75,27,35,28,15,7,6,16,16,74,71,73,73,73,71,73,72,69,72,57,58,57,54,53,54,22,1,0,0,1,0,0
74,74,3300000,32,183,82,1988,420,33000,1,3,3,1,65,71,74,72,66,72,68,72,49,77,60,73,73,65,73,75,67,63,61,72,67,67,64,79,73,73,63,67,72,77,76,78,68,70,60,11,16,12,11,14,71,72,72,72,72,72,74,74,74,74,72,73,72,70,68,70,21,1,0,0,1,0,0
74,74,2200000,31,185,73,1374,423,21000,1,3,1,1,71,74,74,75,58,71,30,11,16,57,18,13,25,13,55,32,58,58,60,72,59,56,72,40,68,12,21,25,16,43,25,56,20,12,22,71,74,74,71,75,35,34,34,34,34,34,40,40,41,40,38,39,38,36,33,36,74,0,0,1,0,0,1
74,75,5000000,26,176,75,1801,401,20000,1,3,3,1,85,73,67,74,42,60,72,75,58,71,57,76,51,54,65,77,83,87,70,66,69,77,34,63,68,73,43,37,72,63,61,66,36,46,44,9,14,7,15,8,75,74,74,74,74,74,74,75,69,75,63,58,63,60,52,60,19,1,0,0,0,0,1
74,74,3500000,30,167,73,1916,397,53000,1,3,3,1,60,54,69,75,73,66,61,49,65,78,41,71,69,54,72,78,69,53,75,72,87,61,76,51,67,59,78,72,56,63,55,75,74,75,73,14,12,9,12,15,64,66,66,66,66,66,70,68,72,68,71,74,71,71,74,71,21,0,1,0,1,0,0
74,74,2800000,32,186,79,1896,390,31000,1,4,3,2,45,58,70,70,73,74,64,53,69,77,54,68,69,62,70,73,50,40,63,73,66,68,66,74,74,56,77,73,63,65,61,78,74,74,70,6,11,12,14,7,66,64,65,65,65,64,68,68,72,68,71,74,71,71,74,71,19,0,1,0,1,0,0
74,74,2100000,34,187,79,1799,381,1000,1,4,3,3,62,74,64,72,42,67,60,78,77,74,74,71,64,50,49,75,55,67,68,75,55,77,65,55,73,60,68,42,80,66,70,78,44,32,28,9,11,9,11,7,74,70,73,73,73,70,74,72,68,72,58,58,58,56,56,56,20,0,0,1,0,1,0
74,82,9000000,23,179,68,1831,393,34000,1,3,3,1,65,48,65,70,71,74,52,41,59,74,36,69,52,39,72,70,68,62,71,68,77,55,62,78,71,54,78,74,57,68,64,67,72,74,69,8,9,8,14,6,61,63,63,63,63,63,68,67,71,67,71,75,71,71,73,71,18,0,0,1,1,0,0
74,74,1400000,33,183,76,1424,424,10000,1,3,1,1,79,69,68,80,62,66,23,16,19,41,19,25,30,21,31,35,65,57,62,70,67,51,73,45,60,17,42,29,18,48,29,63,23,23,23,79,69,68,66,80,36,36,36,36,36,36,40,40,39,40,38,38,38,38,36,38,74,0,0,1,0,0,1
74,74,2600000,33,163,63,1926,394,13000,0,2,3,2,77,73,72,75,47,50,74,72,71,73,71,76,76,58,70,73,78,77,76,75,88,75,73,58,38,76,63,51,75,71,64,70,52,35,38,10,8,13,8,10,74,74,74,74,74,74,74,74,71,74,63,61,63,61,55,61,18,1,0,0,0,0,1
74,79,6000000,24,189,83,1727,381,19000,0,2,2,1,82,37,57,58,76,71,59,29,71,69,30,57,44,35,61,54,84,81,61,74,61,56,68,69,74,35,67,76,44,40,39,69,75,78,77,12,14,14,7,12,57,57,55,55,55,57,57,62,61,62,73,71,73,75,76,75,20,0,0,1,1,0,0
74,77,5500000,26,180,68,1983,415,39000,1,4,3,1,67,62,76,72,67,71,77,59,50,76,50,69,72,68,77,74,69,66,77,74,77,62,67,78,68,67,70,72,69,78,69,79,72,68,60,5,13,10,8,12,67,71,69,69,69,71,74,74,76,74,74,75,74,72,69,72,19,0,0,1,1,0,0
74,74,2100000,33,186,80,1996,418,1000,1,3,3,1,60,65,71,73,69,80,68,63,71,74,65,73,61,56,73,75,58,62,64,73,75,67,76,75,83,67,78,72,72,73,61,83,65,72,68,8,11,13,10,14,72,70,70,70,70,70,73,73,74,73,72,74,72,72,74,72,20,1,0,0,0,0,1
74,79,6500000,24,185,70,1867,403,39000,1,4,3,1,83,71,63,74,39,73,58,74,74,69,66,75,52,45,58,73,78,87,77,71,68,73,85,76,71,66,71,36,76,68,61,68,34,38,32,15,13,6,7,14,76,73,74,74,74,73,74,74,68,74,60,58,60,58,55,58,20,1,0,0,1,0,0
74,77,5500000,23,170,62,1892,406,43000,1,2,3,1,77,56,69,74,70,60,72,51,54,74,39,72,63,43,68,75,78,76,81,69,85,68,65,67,52,61,68,72,69,65,45,70,73,71,72,7,6,9,11,11,66,70,69,69,69,70,72,73,72,73,74,72,74,74,70,74,17,1,0,0,0,0,1
74,74,0,29,186,77,1826,394,0,1,3,2,1,68,51,62,63,73,77,54,42,69,68,51,59,39,37,70,66,66,70,63,72,68,67,72,66,83,56,76,73,52,65,49,70,73,75,74,10,12,6,16,7,63,60,61,61,61,60,64,64,68,64,70,73,70,71,74,71,20,0,0,1,1,0,0
74,74,2800000,30,179,81,1162,396,700,1,2,1,1,73,72,71,73,31,76,13,10,16,37,14,19,19,15,25,25,29,35,33,68,38,53,50,30,70,12,22,16,14,64,18,64,20,21,11,73,72,71,76,73,31,28,31,31,31,28,35,31,35,31,28,32,28,27,30,27,74,0,0,1,0,0,1
74,81,8500000,22,185,66,1889,405,23000,1,3,3,2,86,71,67,75,45,61,62,72,67,71,71,75,64,53,63,75,85,87,86,72,70,73,68,60,64,69,52,44,74,72,60,70,41,44,38,7,9,12,15,14,75,74,74,74,74,74,76,75,70,75,62,59,62,60,55,60,20,1,0,0,0,0,1
74,74,3600000,29,182,77,2004,424,15000,1,3,3,1,69,65,68,70,72,80,64,60,76,74,62,68,55,48,71,74,68,69,69,70,65,78,81,72,81,64,89,72,71,65,68,71,68,73,74,12,9,12,9,13,72,68,69,69,69,68,71,71,73,71,73,74,73,73,74,73,19,1,0,0,1,0,0
74,74,3700000,29,181,83,1889,413,33000,0,2,3,2,85,46,65,67,70,80,70,39,60,66,34,67,59,42,63,64,82,87,67,73,73,65,65,79,82,36,78,71,70,67,56,68,72,71,73,13,9,15,7,14,64,66,65,65,65,66,67,70,68,70,74,72,74,74,74,74,20,0,0,1,0,0,1
74,74,4099999,29,186,82,2040,422,16000,1,4,3,2,58,74,75,73,69,73,70,73,74,79,71,73,65,68,78,77,53,62,66,71,63,77,75,69,76,73,69,62,73,73,82,81,70,72,68,7,11,13,13,14,74,71,73,73,73,71,74,74,74,74,71,74,71,71,73,71,20,0,0,1,0,0,1
74,74,3700000,29,182,74,1777,385,23000,1,2,2,1,75,46,59,64,73,68,68,40,61,69,50,62,46,27,54,64,71,78,66,73,68,56,71,72,64,43,71,74,47,49,58,64,73,75,74,12,14,11,8,8,59,61,59,59,59,61,61,65,63,65,73,71,73,74,73,74,19,0,1,0,0,0,1
74,78,4500000,26,195,93,1070,394,29000,1,3,1,1,75,70,73,75,28,73,14,9,11,35,8,15,20,13,32,21,31,23,24,69,24,55,58,25,68,7,26,12,9,40,19,30,11,13,12,75,70,73,73,75,28,23,26,26,26,23,29,28,31,28,25,29,25,24,26,24,75,0,0,1,0,0,1
74,77,5000000,26,175,74,1931,414,13000,0,2,3,1,73,49,68,72,71,81,69,38,63,71,49,72,49,51,67,71,72,73,73,71,74,63,69,82,81,52,84,69,72,73,47,75,69,76,73,10,14,12,7,15,65,67,67,67,67,67,70,72,72,72,74,75,74,74,75,74,20,0,0,1,0,0,1
74,74,3500000,30,188,78,1793,369,26000,1,3,2,1,56,50,61,51,76,75,61,41,73,67,52,45,54,48,75,55,50,61,38,77,51,71,86,69,75,45,80,72,42,44,77,75,79,75,77,7,15,13,7,11,59,52,53,53,53,52,55,58,62,58,70,73,70,71,74,71,20,0,0,1,0,0,1
74,76,5500000,26,186,71,1764,375,28000,0,4,3,1,67,76,64,74,27,67,47,78,74,73,70,77,43,56,66,78,62,71,70,72,47,78,73,54,72,74,71,22,72,73,73,67,21,21,22,12,13,8,9,12,76,71,74,74,74,71,76,72,69,72,50,53,50,48,47,48,20,0,0,1,0,0,1
74,74,1700000,35,186,77,2007,407,19000,1,4,4,3,48,74,74,77,65,69,70,71,71,76,77,78,75,71,75,80,53,43,67,72,70,80,75,44,78,75,77,64,76,75,68,81,58,69,65,6,11,15,16,6,74,72,73,73,73,72,74,73,74,73,68,73,68,67,72,67,20,0,0,1,0,0,1
74,74,3500000,30,179,80,1772,368,28000,1,3,2,1,58,50,58,53,75,74,62,43,72,64,43,44,47,55,61,56,56,59,59,67,64,61,89,62,75,54,82,72,36,44,66,69,77,75,76,12,11,10,11,7,56,52,52,52,52,52,54,56,59,56,68,70,68,70,74,70,18,0,0,1,0,0,1
74,75,4500000,25,182,79,1907,399,37000,0,2,3,1,60,56,74,69,73,67,70,51,69,77,45,66,71,72,75,76,54,64,66,70,63,69,67,50,74,62,73,75,53,73,42,70,73,75,71,15,7,15,9,15,65,66,65,65,65,66,70,68,72,68,71,75,71,72,75,72,20,0,0,1,0,0,1
74,74,1400000,34,184,76,2043,436,18000,1,4,3,1,70,74,72,71,71,78,62,74,69,76,63,72,65,74,72,73,64,74,58,69,71,77,82,82,78,78,70,67,70,74,69,72,72,73,69,7,8,6,9,16,74,71,72,72,72,71,74,74,74,74,73,74,73,73,74,73,18,1,0,0,1,0,0
74,74,475000,35,187,82,1119,404,12000,0,2,1,1,69,70,70,78,42,75,19,12,13,30,11,14,13,16,12,17,38,49,48,70,50,53,56,30,57,13,29,16,9,33,14,44,11,11,13,69,70,70,75,78,29,25,26,26,26,25,28,28,26,28,27,26,27,27,26,27,74,0,0,1,0,0,1
74,74,4400000,22,185,85,1766,378,10000,0,3,2,1,59,50,61,59,73,76,53,48,77,71,44,61,69,67,57,59,55,62,50,67,52,51,72,50,85,58,88,66,34,51,46,65,72,77,72,11,7,8,10,16,59,56,56,56,56,56,59,59,61,59,66,70,66,68,74,68,19,0,0,1,0,0,1
74,74,4500000,27,183,71,2036,430,12000,0,2,3,1,77,72,71,76,65,69,69,70,59,72,63,76,81,70,68,77,80,74,80,73,72,81,68,69,69,72,67,66,76,73,55,78,60,72,66,8,14,16,7,13,74,74,74,74,74,74,74,74,74,74,72,71,72,71,69,71,20,1,0,0,0,0,1
74,77,3900000,28,186,79,1220,422,21000,0,3,1,1,75,73,76,74,53,71,10,9,15,48,13,12,14,13,36,22,49,60,39,70,54,57,57,37,70,10,26,18,11,48,15,53,12,14,12,75,73,76,71,74,32,28,31,31,31,28,35,33,36,33,31,34,31,30,30,30,75,0,0,1,0,0,1
74,74,3500000,30,183,81,1633,362,32000,1,4,2,2,67,33,47,65,75,75,35,19,73,62,32,63,26,26,60,66,64,69,64,76,66,56,76,74,74,44,76,75,16,33,34,68,75,75,73,12,6,10,11,12,52,51,51,51,51,51,54,56,59,56,69,71,69,71,74,71,19,0,0,1,0,0,1
74,74,3500000,30,181,78,1969,408,12000,1,3,2,1,64,59,72,63,73,77,65,54,53,74,45,61,79,76,68,66,66,62,61,68,64,82,66,83,75,42,78,74,71,77,73,66,77,76,71,13,13,14,13,9,66,65,66,66,66,65,69,69,72,69,73,74,73,73,74,73,20,1,0,0,1,0,0
74,74,1400000,33,186,78,1214,398,8000,1,5,1,2,74,73,70,71,38,72,24,14,10,31,19,13,25,15,35,14,35,43,40,74,47,53,65,34,70,11,35,19,13,45,25,57,19,15,11,74,73,70,72,71,30,26,27,27,27,26,30,30,32,30,29,32,29,28,30,28,74,0,0,1,0,0,1
74,77,5000000,26,180,79,1876,412,11000,0,3,3,1,75,61,66,73,69,68,74,58,64,70,48,74,63,44,62,75,76,74,69,71,60,72,64,77,66,61,62,69,67,59,46,67,68,70,71,7,8,8,14,5,69,70,69,69,69,70,70,73,70,73,74,71,74,74,70,74,17,1,0,0,0,1,0
74,74,3300000,32,176,69,1839,404,1000,1,3,3,1,78,68,70,76,49,63,61,74,39,74,45,77,63,70,71,77,80,76,71,72,75,63,55,78,68,66,32,35,74,74,66,70,68,47,39,10,8,9,14,8,71,74,74,74,74,74,74,74,73,74,64,63,64,61,54,61,19,1,0,0,0,0,1
74,74,4099999,30,188,88,1931,421,26000,1,3,3,2,80,70,66,73,50,82,68,69,71,68,69,76,67,54,59,72,75,84,65,76,65,80,55,79,85,66,85,49,78,68,53,69,44,53,40,11,11,10,10,16,74,73,74,74,74,73,73,74,70,74,65,64,65,64,62,64,21,1,0,0,1,0,0
74,75,4800000,27,176,73,1950,414,35000,1,3,3,2,64,63,71,75,72,69,60,64,56,78,38,74,62,47,74,76,72,57,73,74,79,70,78,76,61,64,79,76,68,76,50,70,72,74,70,13,8,11,14,6,69,70,71,71,71,70,75,73,75,73,74,75,74,73,73,73,19,1,0,0,1,0,0
74,79,6000000,23,183,77,1636,358,11000,1,3,2,1,76,30,47,51,73,81,34,21,75,62,28,40,31,28,55,58,74,77,66,72,52,47,85,74,82,28,85,70,35,36,44,55,75,71,72,14,9,14,8,14,52,49,49,49,49,49,51,54,56,54,67,69,67,70,76,70,20,0,1,0,1,0,0
74,74,4200000,26,170,68,1989,424,28000,0,3,3,1,88,68,68,76,67,57,75,68,52,68,60,76,59,46,70,73,84,92,89,77,87,69,70,78,44,70,60,67,67,66,59,65,67,70,68,12,15,12,9,10,71,74,72,72,72,74,74,74,73,74,74,71,74,74,67,74,21,1,0,0,0,0,1
74,80,6000000,24,190,86,1719,376,20000,1,3,2,1,56,42,59,64,74,81,46,39,75,70,39,60,39,29,67,69,52,59,62,73,54,61,81,77,87,31,72,72,40,57,33,68,74,74,72,9,9,10,13,14,59,56,57,57,57,56,61,61,66,61,69,74,69,70,76,70,20,0,0,1,1,0,0
74,75,3200000,30,187,67,1312,426,11000,0,2,1,1,74,72,72,75,59,74,17,17,20,29,18,20,12,21,18,20,61,55,53,71,57,54,71,45,67,12,31,28,12,52,28,57,24,15,17,74,72,72,74,75,34,31,32,32,32,31,34,34,32,34,33,33,33,33,33,33,75,0,0,1,0,0,1
74,74,3800000,28,172,68,1859,407,15000,1,4,3,1,79,50,66,74,68,70,74,54,42,70,34,74,60,46,60,73,83,76,81,68,86,54,75,83,67,39,59,70,64,63,42,68,70,73,71,12,9,11,9,7,63,69,66,66,66,69,69,73,69,73,74,71,74,74,69,74,18,1,0,0,0,0,1
74,74,3500000,31,171,69,2031,418,7000,0,2,3,1,63,65,75,72,66,77,76,59,66,74,37,72,76,80,73,74,64,63,64,72,80,69,81,80,73,78,80,70,68,78,67,69,61,69,67,12,7,9,16,16,69,70,70,70,70,70,74,74,74,74,73,74,73,72,72,72,21,1,0,0,0,0,1
74,77,6000000,24,177,70,1805,380,32000,1,3,4,1,73,67,71,76,42,51,67,69,43,74,62,76,70,64,67,77,74,72,80,72,74,65,46,66,45,67,48,38,72,75,58,74,47,44,30,10,8,14,15,16,69,73,72,72,72,73,76,75,71,75,61,59,61,57,49,57,21,1,0,0,0,0,1
74,74,4200000,28,178,74,1987,418,14000,0,3,3,1,75,67,76,76,54,70,75,61,44,77,61,75,79,74,76,76,76,75,86,68,72,78,57,88,61,72,72,59,69,76,70,73,50,59,54,8,8,7,13,11,70,73,72,72,72,73,74,74,74,74,71,70,71,68,61,68,18,0,0,1,0,0,1
74,74,4099999,30,187,81,1878,397,22000,1,3,3,1,67,75,68,72,38,77,66,75,72,74,74,72,63,59,58,75,59,74,66,72,54,78,74,83,79,73,67,40,72,69,74,83,23,37,46,7,11,7,11,14,74,71,73,73,73,71,73,73,70,73,61,59,61,59,55,59,19,0,0,1,0,0,1
74,74,750000,38,180,72,1859,381,16000,1,3,3,2,52,51,72,70,76,60,65,45,64,77,56,63,62,63,78,77,49,55,64,79,70,55,62,53,62,52,61,80,60,68,61,84,82,74,66,10,12,10,15,9,63,64,64,64,64,64,69,68,73,68,72,74,72,72,74,72,21,0,0,1,0,0,1
74,79,6500000,23,178,65,1887,397,32000,0,3,4,1,61,64,73,76,63,60,64,62,49,77,51,75,70,70,75,80,56,65,68,71,77,66,46,71,54,66,63,65,72,75,69,75,59,72,60,7,15,6,6,5,68,71,71,71,71,71,75,73,76,73,70,72,70,68,65,68,17,0,0,1,1,0,0
74,76,3900000,27,191,88,1218,396,8000,1,2,1,1,74,70,63,78,39,72,20,16,16,31,12,19,20,13,25,25,37,43,59,72,43,47,51,44,73,18,23,17,14,52,24,33,15,12,20,74,70,63,72,78,32,30,31,31,31,30,34,33,34,33,31,31,31,30,29,30,75,0,0,1,0,0,1
74,80,6500000,24,180,65,1915,405,54000,1,3,2,1,61,65,72,72,68,67,60,61,49,77,56,73,68,69,74,75,61,61,57,75,68,73,61,78,67,69,56,74,68,75,54,74,69,72,62,6,8,13,14,12,69,69,70,70,70,69,74,72,76,72,72,74,72,71,69,71,19,0,0,1,0,0,1
74,74,0,40,184,79,1867,394,650,1,3,2,1,52,65,68,61,70,78,47,60,50,76,49,49,71,70,75,75,51,52,65,70,59,73,54,70,84,72,78,69,59,68,65,73,73,74,69,10,10,6,7,7,65,61,64,64,64,61,68,64,72,64,68,74,68,68,72,68,17,0,0,1,0,0,1
74,74,475000,40,183,74,1279,401,19000,1,3,1,2,73,73,69,74,36,76,11,20,13,36,15,20,20,14,39,29,33,41,65,70,51,52,68,30,71,14,45,20,13,58,23,59,15,13,15,73,73,69,76,74,33,30,32,32,32,30,37,33,37,33,29,34,29,28,31,28,74,0,0,1,0,0,1
74,74,2100000,32,186,75,1286,418,11000,0,3,1,1,74,71,79,75,47,72,20,11,19,36,12,16,16,14,42,34,46,48,46,71,49,59,68,31,69,15,24,17,16,55,27,36,21,14,19,74,71,79,72,75,34,31,33,33,33,31,37,35,37,35,32,35,32,31,32,31,74,0,0,1,0,0,1
74,75,4300000,27,177,72,1792,382,16000,1,3,2,1,63,45,65,63,72,74,51,28,59,77,35,59,38,41,70,68,62,64,63,65,69,68,72,82,71,60,74,72,65,67,40,60,68,79,75,11,8,13,10,8,60,60,61,61,61,60,66,65,71,65,71,75,71,72,73,72,18,0,0,1,1,0,0
74,74,3500000,31,180,79,1982,411,14000,1,3,3,1,49,69,76,71,73,73,74,66,72,76,71,70,68,72,78,74,53,46,63,71,68,70,53,75,74,72,71,78,71,77,71,77,73,72,65,5,8,6,13,6,71,69,70,70,70,69,73,72,74,72,73,74,73,72,73,72,17,0,0,1,0,0,1
74,83,9000000,22,184,76,1534,341,20000,1,5,2,1,69,30,50,51,76,65,28,28,73,75,30,36,27,30,52,72,68,70,38,66,57,32,74,53,70,26,67,74,41,35,35,65,76,78,76,7,9,6,14,11,53,49,51,51,51,49,54,54,59,54,66,71,66,70,76,70,18,0,1,0,0,0,1
74,74,1500000,34,174,74,1804,400,28000,0,2,2,1,90,40,61,71,69,69,71,32,59,69,27,73,62,31,66,69,90,90,77,70,65,60,80,79,65,37,66,66,57,39,39,60,71,73,67,6,14,15,9,10,61,65,62,62,62,65,64,70,65,70,74,70,74,74,71,74,19,0,0,1,0,0,1
74,74,3700000,28,175,69,1898,407,21000,1,3,3,1,67,59,70,73,69,69,53,56,51,80,61,70,58,45,75,72,66,67,83,67,83,62,43,77,64,64,80,68,63,75,47,72,66,77,75,12,6,13,7,12,65,67,68,68,68,67,73,71,74,71,72,74,72,71,71,71,18,1,0,0,0,0,1
74,74,475000,35,198,90,1171,412,23000,1,3,1,2,76,74,77,71,40,74,11,12,14,29,10,8,12,11,41,23,40,41,48,66,51,58,41,29,68,10,21,22,14,58,17,55,13,18,13,76,74,77,74,71,30,26,29,29,29,26,32,30,34,30,27,32,27,27,28,27,74,0,0,1,0,0,1
74,74,4600000,26,180,72,2007,425,8000,1,3,3,1,71,66,76,76,64,72,75,62,52,75,50,78,73,73,75,75,74,68,76,70,77,72,70,71,73,72,69,61,68,81,62,75,63,69,65,9,13,11,14,11,70,73,72,72,72,73,74,74,74,74,72,72,72,70,68,70,20,1,0,0,0,0,1
74,74,475000,39,197,92,1162,402,6000,1,4,1,2,70,75,75,72,31,79,18,11,14,39,11,12,13,13,37,31,30,32,30,68,27,56,55,25,77,11,41,26,12,41,23,60,9,15,14,70,75,75,79,72,31,26,29,29,29,26,32,30,34,30,29,34,29,28,31,28,74,0,0,1,0,0,1
74,74,4099999,30,180,76,1763,377,16000,1,3,3,1,80,75,58,73,29,62,61,77,76,61,76,73,55,56,52,71,78,82,78,77,65,73,64,58,70,71,44,44,74,55,72,77,10,25,24,7,7,9,8,10,74,71,72,72,72,71,71,71,63,71,55,50,55,52,47,52,18,1,0,0,0,1,0
74,74,2900000,31,181,78,1823,386,16000,0,2,2,1,62,52,64,61,75,72,68,49,73,76,44,55,46,43,69,66,63,62,62,69,64,62,78,61,72,47,82,72,61,45,48,67,75,77,72,15,14,9,13,11,64,61,60,60,60,61,63,64,66,64,71,73,71,72,74,72,21,0,0,1,1,0,0
74,77,5000000,24,183,75,1856,397,16000,1,3,3,2,57,54,70,75,72,69,62,48,59,76,46,75,60,37,72,76,60,55,75,73,69,66,54,71,68,56,74,72,54,75,52,78,73,74,72,11,14,5,11,11,64,66,66,66,66,66,71,70,74,70,72,75,72,72,72,72,20,0,0,1,1,0,0
74,74,3300000,32,177,74,1989,399,7000,0,4,4,1,66,70,77,76,51,59,78,67,66,77,69,76,73,78,76,76,67,65,76,75,73,71,86,67,49,75,69,57,70,75,72,76,42,51,53,14,14,8,10,14,72,73,73,73,73,73,74,74,74,74,67,66,67,65,60,65,22,1,0,0,0,1,0
74,75,5000000,26,177,67,1803,384,900,0,3,3,1,84,70,71,74,29,56,73,74,42,72,64,75,80,72,61,73,83,84,82,67,75,66,43,73,50,64,53,32,70,72,70,66,30,24,22,11,14,14,10,8,70,74,72,72,72,74,74,75,68,75,58,53,58,54,42,54,19,0,0,1,0,1,0
74,77,5000000,25,185,74,1862,396,24000,1,3,4,1,62,55,66,72,73,68,56,52,63,74,52,73,56,33,74,73,63,61,66,75,70,60,74,77,63,55,69,77,62,67,57,70,75,74,68,11,7,6,5,14,65,66,66,66,66,66,70,70,73,70,73,75,73,72,73,72,18,0,0,1,1,0,0
74,74,3600000,30,180,72,1958,424,850,1,3,3,1,76,61,68,70,71,78,73,57,64,70,55,69,67,43,68,70,75,76,67,72,76,68,80,80,74,66,84,71,67,65,47,73,71,72,70,6,12,6,9,8,69,69,68,68,68,69,70,72,71,72,74,74,74,74,74,74,18,1,0,0,1,0,0
74,76,4500000,27,195,90,1666,373,17000,1,3,2,2,63,44,61,56,74,75,48,54,78,71,27,52,29,36,73,62,56,68,51,71,33,46,75,66,80,26,76,73,47,61,35,75,72,77,73,9,12,14,7,8,60,57,57,57,57,57,61,62,66,62,68,73,68,70,76,70,18,0,0,1,0,0,1
74,74,2700000,32,186,77,1769,386,10000,1,4,2,1,76,45,54,57,73,81,30,40,77,65,40,49,51,39,63,62,72,79,65,67,60,55,90,75,87,45,71,71,47,56,46,67,74,74,69,6,9,14,11,10,60,55,57,57,57,55,60,59,63,59,67,71,67,69,74,69,18,0,0,1,1,0,0
74,74,2700000,32,189,84,1539,327,21000,1,5,2,1,31,34,54,53,74,81,38,22,75,70,28,51,29,33,65,61,30,31,33,72,34,59,73,73,86,38,82,73,31,43,35,70,75,75,68,9,8,8,15,16,51,46,48,48,48,46,52,52,61,52,64,72,64,65,74,65,20,0,1,0,1,0,0
74,74,3000000,31,180,75,1857,382,8000,1,3,2,1,50,49,67,69,69,78,53,45,68,77,38,64,51,49,77,75,51,49,72,75,69,49,83,86,75,57,72,70,52,66,69,69,71,69,64,6,16,16,12,11,61,62,62,62,62,62,68,67,73,67,70,74,70,70,73,70,20,0,0,1,1,0,0
74,79,6500000,23,177,79,1851,377,24000,1,3,4,1,77,73,71,77,35,44,75,69,45,70,75,79,81,83,62,76,76,77,72,66,88,81,55,61,33,80,47,27,72,71,56,69,28,40,43,13,13,8,14,15,71,74,73,73,73,74,75,75,69,75,59,54,59,56,45,56,21,0,0,1,0,0,1
74,74,4099999,29,174,72,1955,428,16000,0,1,3,1,81,67,70,80,64,66,64,67,47,75,49,82,68,56,71,79,84,79,82,71,75,68,33,81,60,68,72,66,72,72,67,73,66,67,64,12,13,9,6,10,71,74,74,74,74,74,74,74,74,74,74,73,74,72,66,72,19,1,0,0,0,0,1
74,75,5000000,26,176,69,1994,429,17000,1,3,3,1,89,72,67,73,50,78,69,71,74,71,68,73,73,49,64,70,87,91,80,74,76,79,82,78,76,68,80,47,73,65,62,66,41,52,51,6,12,13,13,6,75,74,73,73,73,74,74,75,70,75,67,64,67,66,63,66,19,1,0,0,0,1,0
74,74,3500000,29,185,75,1731,375,24000,1,3,2,1,64,46,54,61,73,77,32,43,76,71,50,55,36,29,69,68,62,65,60,75,66,62,77,72,80,41,78,76,38,44,42,64,72,73,71,15,10,9,8,6,61,55,57,57,57,55,60,59,65,59,68,74,68,70,74,70,19,0,1,0,0,0,1
74,74,1100000,35,195,85,1521,329,15000,1,3,2,3,34,40,54,54,75,72,44,41,85,64,35,44,40,37,60,75,33,34,31,70,33,58,43,53,83,26,76,73,32,48,26,76,72,78,73,8,9,12,11,14,57,48,51,51,51,48,55,54,62,54,65,72,65,67,74,67,20,0,1,0,0,0,1
